链接,文本内容
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200704/88278.html,"您的位置：
中华康网
>>
抗心律失常药
>> 盐酸索他洛尔
盐酸索他洛尔
www.cnkang.com
2007-4-27  中华康网
药物名称：盐酸索他洛尔
药物别名：施泰可，甲磺胺心定 Sotacor，Betapace
英文名称：SotalolHydrochloride
说　　明：片剂：40mg、80mg、160mg、240mg。
功用作用：室性心动过速。也用于心绞痛、高血压和心肌梗死后。
法用量：口服，成人：开始80mg/次，2次/日，每隔2～3日调整剂量，视情况增至240mg～320mg/日，严重者可增至480mg～640mg/日。
注意事项：常见呼吸困难、疲劳、头痛、眩晕、心动过缓、低血压等，尚可见胸闷、水肿等，偶见皮疹。
孕妇、哺乳期妇女禁用，儿童慎用。余参见盐酸普萘洛尔。
相关阅读
盐酸去氧肾上腺素
盐酸罂粟碱
藻酸双脂钠
西立伐他汀
亚硒酸钠"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57961.html,"您的位置：
中华康网
>>
抗心律失常药
>> 奎尼丁
奎尼丁
www.cnkang.com
2007-3-3  中华康网
俗称:
奎尼丁 ,硫酸奎尼丁
药物简介
类  别：抗心律失常药抗心动过速型Ⅰ类--钠通道阻滞药
简  介：
【药理作用及用途】
直接抑制心肌na+内流，显著延长心肌不应期。抑制心肌自律性和传导性，从而有助于消除折返。降低心肌应激性，提高致颤阈。此外，还可抑制心肌细胞ca2+内流和阻滞血管?受体，出现负性肌力作用和血管扩张，双重影响使血压明显降低。用药早期，其血药浓度低时，主要表现对植物神经的间接作用，即抗胆碱(阿托品样)作用；当血药浓度达稳态时，则直接作用占优势。用于房颤和房扑电转复前的准备和转为窦性心律后预防复发；减少或预防阵发性室上性心动过速和室性心动过速的复发。
【适应症】
1.主要用于阵发性心动过速、心房颤动、早博。 2.预防室性心动过速及对房室结折返性心动过速。 3.还可预防有症状的室上性和室性早博。
【用法及用量】
①房颤或房扑复律:先口服0.2g，观察1小时，如无不良反应，次日改为0.2g，每2小时1次，共服5次；如仍无效，且无不良反应，第3日改为0.3g，每2小时1次，共服5次。尚未转复为窦性心律可再用一日，0.4g，每2小时1次，共服5次，如仍无效，视为失败。转为窦性心律后，改为维持量0.2g，每日3～4次或缓释胶囊0.3g，每日2次。频发房件或室件早搏:口服0.2g，每日3～4次或缓释胶囊0.3g，每日2次。
②1.口服：第１日，每次０．２ｇ，每２小时１次，连续５次；如无效而又无明显毒性反应，第２日增至每次０．３ｇ、第３日每次０．４ｇ，每２小时１次，连续５次。每日总量一般不宜超过２ｇ。恢复正常心律后，改给维持量，每日０．２～０．４ｇ。若连服３～４日无效或有毒性反应者，应停药。 2.静注：在十分必要时采用，并需在心电图监护下进行。每次０．２５ｇ，以５％葡萄糖液稀释至５０ｍｌ缓慢静注。小儿每次每千克体重２ｍｇ。
【不良反应】
①恶心、腹泻、腹痛、呕吐及厌食、耳鸣、耳聋、视力模糊、神经错乱、谵妄等。②皮疹、发热、血小板减少、溶血性贫血、白细胞减少及肉芽肿性肝炎。③心律失常加重:频发室性早搏，室性心动过速和室颤，扭转型室性心动过速，严重窦性心动过缓，窦房阻滞，甚至窦性停搏，传导阻滞加重。④心律转为正常时，可诱发血栓脱落，产生体循环栓塞。⑤心肌收缩力减弱和低血压。
【注意事项】
①与地高辛合用，由于奎尼丁可减少地高辛的经肾排泄而增加地高辛的血药浓度，故联合应用时，应减少地高辛的用量。②与扩血管或降血压药并用，本品之作用增强。③与苯妥英钠、苯巴比妥、利福平并用，可降低本品血药浓度；若与甲氰咪胍并用，可提高血药浓度。④与抗凝药合用可使血中凝血酶原进一步减少，需注意调整剂量。⑤由于本品具有抗胆碱能作用，使房室结传、导加速。因此，在治疗房颤或房扑时，应预服洋地黄类药物，以免心室率加快，促发心力衰竭。⑥治疗期间，应定期测定qt和qrs时间。当qrs时间>25%～35%，qt或qtu间期>500毫秒时，宜减量或调整治疗。⑦与胺碘酮、索他洛尔或其他延长qt间期的药物并用，必须特别谨慎，最好避免。 ⑧服后有恶心、呕吐、腹泻、头痛、耳鸣、视觉障碍等不良反应，特异体质者服药后可有呼吸困难、发绀、心室颤动和心室停搏。 ⑨用于纠正心房颤动、心房扑动时，应先给洋地黄饱和量，以免心律转变后心跳加快，导致心力衰竭。 ⑩每次给药前，应仔细观察心律和血压改变，并避免夜间给药。在白日给药量较大时，夜间也应注意心律及血压。 ⑾患心房颤动的病人，在用药过程中，当心律转至正常时，可能诱发心房内血栓脱落，产生栓塞性病变，如脑栓塞、肠系膜动脉栓塞等，应严密观察。 ⑿对于有应用奎尼丁的指征，但血压偏低或处于休克状态的病人，应先提高血压、纠正休克，然后再用。如血压偏低是由于心动过速、心脏排血量小所造成，则应一面提高血压，一面使用奎尼丁。 ⒀严重心肌损害的病人和孕妇忌用。 ⒁静注常引起严重的低血压，有较大的危险性，并可导致晕厥，甚至猝死，需特别注意。 ⒂奎尼丁的毒性反应一般与剂量有关。但对本品过敏者，虽用小量，亦可发生严重反应.
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57960.html,"您的位置：
中华康网
>>
抗心律失常药
>> 双氢奎尼丁
双氢奎尼丁
www.cnkang.com
2007-3-3  中华康网
俗称:
双氢奎尼丁 ,二氢奎尼丁,塞利科,长效缓释奎尼丁,长效二氢奎尼丁
药物简介
类  别：抗心律失常药Ⅰ类----钠通道阻滞药
简  介：
【药理作用及用途】
抗心律失常作用及机理同奎尼丁，但作用较强。用于房性和室性期前收缩、心房颤动、心房扑动或房性心动过速；预防阵发性室上性和室性心动过速的发生。
【用法及用量】
口服:0.3～0.6g/次，2次/日。
【不良反应】
可有类似奎尼丁的副作用，如腹泻、过敏、金鸡钠中毒、心脏意外、血小板减少性紫癜、溶血性贫血等。
【注意事项】
奎尼丁或奎宁过敏者，安装起搏器前有低位房室传导阻滞、束支传导阻滞、心功能不全及洋地黄中毒者禁用。肝功能不全者慎用。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57959.html,"您的位置：
中华康网
>>
抗心律失常药
>> 普鲁卡因胺
普鲁卡因胺
www.cnkang.com
2007-3-3  中华康网
俗称:
普鲁卡因胺 ,阿米山林;奴佛卡因胺;普鲁司太尔;盐酸普鲁卡因酰胺,盐酸普鲁卡因胺
药物简介
类  别：抗心律失常药抗心动过速型Ⅰ类--钠通道阻滞药
简  介：
【药理作用及用途】
抑制心肌细胞na+内流，使动作电位0相上升速度和振幅降低，时程延长，传导减慢。希浦系统0相除极斜率降低，自律性下降。抗胆碱作用较弱，不阻滞?受体。
用于室性较室上性心律失常效果更好，也用于对利多卡因无效的病例。
【适应症】 适用于阵发性心动过速、频发早搏（对室性早搏疗效较好）、心房颤动和心房扑动，常与奎尼丁交替使用。
【用法及用量】
①静注:成人:先以100mg缓慢静注，必要时每隔5～10分钟重复，总量不超过10～15mg/kg，或以10～15mg/kg静滴1小时，继以1.0～1.5mg/kg维持。 儿童:每次2mg/kg，溶于葡萄糖液50～100ml中，缓慢静注或静滴。
②1.口服：１日３～４次，每次０．５～０．７５ｇ，心律正常后逐渐减至１日２～３次，每次０．２５ｇ。 2.静滴：０．５～１ｇ，溶于５％～１０％葡萄糖溶液１００ｍｌ内，开始１０～３０分钟内点滴，速度可适当加快，于１小时内滴完。无效者，１小时后再给１次，２４小时内总量不超过２ｇ，静滴仅限于病情紧急情况，如室性阵发性心动过速，尤其在并发有急性心肌梗塞或其他严重心脏病者，应经常注意血压、心率改变，心律恢复后，即可停止点滴。 3.肌注：每次０．５～１ｇ。
【不良反应】
静注速度过快可发生低血压，甚至虚脱。剂量过大，血药浓度超过12μg/ml时可出现qrs、qt间期延长以及心脏传导阻滞或加重各种室性心律失常包括扭转型室性心动过速。
【注意事项】
①与甲氰咪胍并用，本品作用增强。②与降压药并用，降压作用增强。③重症肌无力患者忌用。④本品可干扰碱性磷酸酶、胆红素、乳酸脱氢酶、谷草转氨酶等的测定以及腾喜龙的诊断试验。⑤休克、严重肾功能衰竭、心力衰竭和心脏传导阻滞者忌用或慎用。 ⑥有厌食、呕吐、恶心及腹泻等不良反应，特异体质病人可有发冷、发烧、关节痛、肌痛、皮疹及粒细胞减少症等；偶有幻视、幻听、精神抑郁等症状出现；静滴可使血压下降而发生虚脱故应严密观察血压、心率和心律变化。 ⑦心房颤动及心房扑动的病人，如心室率较快，宜先用洋地黄类强心药，控制心室率在每分７０～８０次以后，再用本药或奎尼丁。 ⑧用药３日后，如仍未恢复窦性心律或心动过速不停止，由应考虑换药。 ⑨有用普鲁卡因山胺的指征，但血压偏低者，可先用升压药（如间羟胺），提高血压后再用。 ⑩严重心力衰竭、完全性房室传导阻滞、束支传导阻滞或肝肾功能严重损害者忌用。 ⑾少数病人应用本品后，可发生精神改变（如抑郁、幻觉、精神病）、肌病、震颤、小脑共济失调等。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57958.html,"您的位置：
中华康网
>>
抗心律失常药
>> 丙吡胺
丙吡胺
www.cnkang.com
2007-3-3  中华康网
俗称:
丙吡胺;达舒平;双异丙吡胺;异脉定;异脉停 ，吡二丙胺
药物简介
类  别：抗心律失常药Ⅰ类----钠通道阻滞药
简  介：
【药理作用及用途】
抑制na+内流及4相自动除极，使自律性下降，心房、心室和浦氏纤维传导速度减慢，动作电位时程和有效不应期延长。对心肌收缩力有抑制作用。
【适应症】 可用于房性早搏、阵发性房性心动过速、房颤、室性早博等，对室上性心律失常的疗效较好。
【用量用法】
口服：１次１００ｍｇ，１日３次，最大剂量每日不超过８００ｍｇ。静注：每次５０～１００ｍｇ，最大剂量每次不超过１５０ｍｇ，５～１０分钟内注完。静滴：每次１００～２００ｍｇ，以５％葡萄糖液５００ｍｌ稀释，一般滴注量为每小时２０～３０ｍｇ。
【不良反应】 有口干、便秘、尿潴留和视力模糊等。偶有轻度房室传导阻滞。病态窦房结综合证、重度房室传导阻滞及青光眼病人忌用。前列腺肥大和轻度心力衰竭病人慎用。
【注意事项】
①避免与负性肌力作用药物(β阻滞剂、钙拮抗剂)或抑制窦房结功能药物并用。②
妊娠期
或哺乳妇女忌用。③与Ⅲ类抗心律失常药、三环抗抑郁药和红霉素并用有增加引发扭转型室性心动过速的危险。④与巴比妥、利福平和苯妥英钠并用，可降低本品之血药浓度；与甲氰咪胍并用，可提高血药浓度。⑤治疗房颤或房扑时，宜先行洋地黄化，以免心室率增快。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57957.html,"您的位置：
中华康网
>>
抗心律失常药
>> 吡美诺
吡美诺
www.cnkang.com
2007-3-3  中华康网
俗称:
吡美诺 ,吡哌醇
药物简介
类  别：抗心律失常药
简  介：
【药理作用】 本品属Ⅰa类抗心律失常药，其作用与奎尼丁相似。它还具有抗胆碱作用及轻度负性肌力作用。
【药代动力】 口服后吸收迅速、完全，生物利用度80％～90％，服药后1小时左右达血药浓度峰值。与血浆蛋白结合率约85％。主要在肝被代谢，约30％以原形药物由肾排泄。t1/2为4～17小时。
【适应症】本品适用于各种原因引起的室性早搏、室性心动过速，对室上性心律失常也有效。尤对低钾所致的心律失常，疗效优于其他抗心律失常药，其最大优点为不受血钾浓度的影响。本品可使60％房颤病例复律。
【用法用量】 口服，1次0.1～0.2g，1日2～3次。静注2.5mg/kg，于2分钟注入。静滴，每分钟2.5mg。
【不良反应】 可能产生抗胆碱作用的不良反应，如口干、便秘、尿潴留等。在血浓度较高时可出现pr、qrs、qt间期延长、低血压、心功能抑制等。
【注意事项】 房室传导阻滞、心功能不全者慎用。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57956.html,"您的位置：
中华康网
>>
抗心律失常药
>> 西苯唑啉
西苯唑啉
www.cnkang.com
2007-3-3  中华康网
俗称:
西苯唑啉 , 环苯唑啉
药物简介
类  别：抗心律失常药Ⅰ类----钠通道阻滞药
简  介：
【药理作用】 本品为咪唑类衍生物，具有抗心律失常作用，既具Ⅰa类抗心律常药的作用，又有Ⅲ类和Ⅴ类者的特点，即抑制na+通道，减少na+内流，降低０相最大上升速率和幅度，减慢传导速度；抑制钾通道，减少k+外流，延长动作电位过时程；抑制ca2+通道，减少ca2+内流，减弱心肌收缩力。
【药代动力】 本品口服吸收良好，生物利用度大于90％。服药后1小时血药浓度达峰值。与血浆蛋白的结合率约60％。约60％以原形药物自尿排泄。t1/2为7小时。有效血药浓度0.2～0.4mg／l，超过1.8mg／l则可能中毒。主要以原形经肾排泄，排泄较快，24h可完全排泄，t1/2为7～15h
【适应症】常用于防治室性或室上性心律失常，尤多在新发生的心肌梗塞时应用。也用于心房颤动、心房扑动恢复节律后的维持治疗。
【用法用量】 临床应用其胶囊剂，含琥珀酸西苯唑啉94mg，(含盐基65mg)。口服，首次2胶囊，然后4～6胶囊分3次服。静注，1～2mg/kg。
【不良反应】常见的不良反应有消化道反应、头晕、视力模糊及肝功障碍。长期口服可引起低血糖、低血压。
【注意事项】 禁用于严重心衰、传导阻滞者及孕妇。严重肾功能低下者宜减量。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57955.html,"您的位置：
中华康网
>>
抗心律失常药
>> 利多卡因
利多卡因
www.cnkang.com
2007-3-3  中华康网
俗称:
赛罗卡因;昔罗卡因 ,利多卡因
药物简介
类  别：局部麻醉药酰胺类局麻药--抗心律失常药
简  介：
【适应症】
局部麻醉作用较普鲁卡因强，维持时间比它长１倍，但毒性也相应加大。 1.用于阻滞麻醉及硬膜外麻醉。 2.用于室性心动过速及频发室性早博。
【用量用法】
1.局部麻醉：阻滞麻醉用１％～２％溶液，每次用量不宜超过０．４ｇ。表面麻醉一般用１％～２％液，喷雾或蘸药贴敷，１次总量不超过０．２５ｇ。浸润麻醉用０．２５％～０．５％液，每小时用量不超过０．４ｇ。硬膜外麻醉用１％～２％溶液，每次用量不超过０．５ｇ。阻断麻醉用０．５％液，于神经干附近可用１％溶液，疗效较普鲁卡因好。 2.治心律失常：每次静注每千克体重１～３ｍｇ，注射速度可较快。若无效，１０～１５分钟可再注射同量１次，同时取１００ｍｇ，加于５％～１０％葡萄糖液１００～２００ｍｌ内作静滴。１次治疗总量每千克体重４～６ｍｇ
【注意事项】
1.利多卡因的毒性约为普罗卡因的１～２倍。若迅速大量吸收时，常引起抽搐；但有些病人中枢神经系统出现抑制而不是兴奋。全身反应和普罗卡因相同。 2.静注时，可有麻醉样感觉、头晕、眼发黑。若将药静滴，可使此症状减轻。 3.心、肝功能不全者，应适当减量。 4.二、三度房室传导阻滞和对本品过敏者、有癫痫大发作史者、肝功能严重不全者以及休克病人禁用。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57954.html,"您的位置：
中华康网
>>
抗心律失常药
>> 苯妥英钠
苯妥英钠
www.cnkang.com
2007-3-3  中华康网
俗称:
大仑丁 ,苯妥英钠,奇非宁,大伦丁,二苯乙内酰脲,二苯乙内酰胺钠
药物简介
类  别：抗癫痫药--抗心律失常药Ⅰ类----钠通道阻滞药
简  介：
【适应症】
1.抗癫痫作用：主要用于防治癫痫大发作和精神运动性发作。 2.治疗三叉神经痛和坐骨神经痛：有一定疗效，可减少发作次数或减轻疼痛，或使疼痛消失。 3.抗心律失常：为一个较好的抗心律失常药，可用于治疗室上性或室性早搏、室性心动过速，尤适用于强心甙中毒时的室性心动过速，室上性心动过速亦可用。 4.降压作用：可降低轻症高血压病人的血压，其疗效与利尿剂、心得安、甲基多巴、利血平等相似。
【用量用法】
1.抗癫痫：每次服用５０～１００ｍｇ，每日２～３次，饭后服。极量为每次３００ｍｇ，每日６００ｍｇ。宜从小剂量开始，酌情增量，但需注意避免过量。体重在３０ｋｇ以下的小儿每日按每千克体重５～１０ｍｇ给药，分２～３次服用。用于癫痫持续状态时，每次肌注１００～２５０ｍｇ。 2.治疗三叉神经痛：每次１００～２００ｍｇ，每日２～３次。 3.治疗心律失常：每次服１００～２００ｍｇ，每日２～３次。或１２５～２５０ｍｇ加入５％葡萄糖液２０～４０ｍｌ中，于５～１５分钟内缓慢静注（每分钟不超过５０ｍｇ）。必要时，每隔５～１０分钟重复静注１００ｍｇ，但２小时内不宜超过５００ｍｇ。静滴时，可用相同剂量溶于５％葡萄糖液１００ｍｌ中滴注，１日量不超过１０００ｍｇ。肌注：１日２００～４００ｍｇ。 4.治疗高血压：每次服１００ｍｇ，１日３次。
【注意事项】
1.本品不良反应小，长期服药后常见眩晕、头痛、恶心、呕吐、厌食、皮疹等反应。有时有牙龈增生（儿童多见，并用钙盐可减轻），偶有共济失调、白细胞减少、神经性震颤，严重时有视力障碍及精神错乱、紫癜等。 2.久服不可骤停，否则可使癫痫发作加剧，或引起癫痫持续状态。 3.静注时不宜过快，过快易致房室传导阻滞，血管性虚脱、心动过缓和呼吸抑制。 4.本品可加速维生素Ｄ代谢，小儿长期服用易引起软骨病，可加用维生素Ｄ预防。也可引起淋巴结肿大，甚至恶性变，此时应停药。 5.常见有巨细胞性贫血，可能是由于本品有抗叶酸作用所致，发生时可加用叶酸和维生素Ｂ１２。偶见有白细胞减少，再生障碍性贫血罕见，故长期使用应定期检查血象。 6.
妊娠期
服用本品偶致畸胎，故孕妇禁用。 7.肝脏疾患或先天性肝微粒体酶缺乏时，血中苯妥英钠浓度升高，与肝微粒体酶诱导剂苯巴比妥、山胺咪嗪、叶酸合用，或口服吸收不良时，血药浓度可降低。故应注意调整剂量。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57953.html,"您的位置：
中华康网
>>
抗心律失常药
>> 妥卡胺
妥卡胺
www.cnkang.com
2007-3-2  中华康网
俗称:
托卡胺;妥卡胺;妥卡律;妥克律 ,室安卡因
药物简介
类  别：抗心律失常药Ⅰ类----钠通道阻滞药
简  介：
【适应症】
适用于预防和治疗各种器质性心脏病引起的室性心律失常，对室性早搏的疗效尤为显著。对功能性室性心律失常也有一定疗效。对其他抗心律失常药无效的病人常可奏效。此外，也可用于折返性室上性心动过速及预激综合征。
【用量用法】
1.口服：一次４００～６００ｍｇ，每８小时或１２小时１次，每日最大剂量不超过２４００ｍｇ。儿童用量每次每千克体重７．５ｍｇ，用法与成人同。 2.静注：每分钟每千克体重０．５～０．７５ｍｇ，共１５分钟；一般总量为５００～７５０ｍｇ，急救时于１５～３０分钟内缓慢静注（或以５０～１００ｍｌ）等渗氯化钠注射液或葡萄糖液稀释后滴注），然后改为口服维持。
【注意事项】
1.不良反应轻微、短暂，一般不影响治疗。常见胃肠道系统有厌食、恶心、呕吐、便秘等；神经系统有眩晕、头痛、嗜睡、出汗、耳鸣、震颤等。偶有皮疹。上述不良反应在停药后，均可自行消失。 2.重度传导阻滞及过敏者慎用。 3.个别病人可能发生中性粒细胞缺乏、嗜酸粒细胞增多等，甚至有的对骨髓抑制、再障和血小板减少等血液学异常。极个别病人可发生肺纤维化。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kxl/200703/57952.html,"您的位置：
中华康网
>>
抗心律失常药
>> 阿普林定
阿普林定
www.cnkang.com
2007-3-2  中华康网
俗称:
安室律定;印丙胺;印满丙二胺 ,安搏律定,茚丙胺,阿普林定
药物简介
类  别：抗心律失常药
简  介：
【适应症】 为抗心律失常药，并有局部麻醉作用（局麻作用较利多卡因强）。可用于室性及房性早搏、阵发性室上性心动过速、房颤等，对各种快速型心律失常有较好疗效。
用量用法 口服：首次１００ｍｇ，必要时２００ｍｇ，其后每６小时５０～１００ｍｇ，２４小时内总量不超过３００ｍｇ，第２～３日各１００～１５０ｍｇ，２～３次分服。维持量为每日５０～１００ｍｇ，２次分服。 静滴：首次１００～２００ｍｇ，用５％～１０％葡萄糖液１００～２００ｍｌ稀释，滴速为每分钟２～５ｍｇ，３０分钟滴完，２４小时总量不超过３００ｍｇ。急症病人可在心电图监护下增加药量至每分钟１０～１５ｍｇ；也可在输液时将未经稀释的药液直接注入输液管，每次２０ｍｇ（２ｍｌ），于３０～６０秒钟内注入静脉，每隔１～２分钟注入１次，总量达２００ｍｇ为止，如无效，１小时及６小时后可再次给药各１００ｍｇ，总量不超过４００ｍｇ，奏效后改为口服维持
【注意事项】
1.由于其治疗量与中毒量相当接近，常见中枢神经系统的不良反应有眩晕、感觉异常、手颤，严重时可出现癫痫样抽搐。此外，尚可见胃肠道反应。 2.老年人、巴金森病、肝肾功能不全者慎用。窦性心动过缓、中重度房室传导阻滞及癫痫病人忌用。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/xhxt/kss/200701/56262.html,"您的位置：
中华康网
>>
抗肾上腺素药
>> 拉贝洛尔
拉贝洛尔
www.cnkang.com
2007-1-23  中华康网
俗称:
拉贝洛尔,盐酸拉贝洛尔 ,柳胺苄心定,柳安羟胺,柳胺苄心定－竹林－安特,降压乐，拉平他乐，格尔，湍泰低
药物简介
类  别：降血压药--抗肾上腺素药α、β受体阻断药
简  介：
【成分】 盐酸拉贝洛尔
【适应症】
各种类型的高血压急症，如高血压危象、嗜铬细胞瘤危象、先兆子痫、高血压脑病、大面积烧伤引起高血压，伴有冠状动脉疾病或急性心肌梗塞高血压和手术后高血压，亦可用于麻醉中控制血压。
【用量用法】1.口服：开始１次１００ｍｇ，每日２～３次，如疗效不佳，可增至１次２００ｍｇ，每日３～４次。通常对轻、中、重度高血压的每日剂量相应为３００～８００ｍｇ、６００～１２００ｍｇ、１２００～２４００ｍｇ，加用利尿剂时可适当减量。
2.静注：25-100mg/次，用10%葡萄糖稀释至20-40ml,于10分钟内缓慢静脉注射，如无效可于15分钟后重复注射1次，或以1-2mg/分的速度静脉滴注。
【禁忌】 脑溢血、心动过缓、传导阻滞及支气管哮喘患者。
【不良反应】1.常见有眩晕、乏力、幻觉、胃肠道障碍（恶心、消化不良、腹痛、腹泻）、口干、头皮麻刺感。 2.剂量过大，还可发生心动过速、急性肾衰竭。 3.儿童、孕妇及哮喘、脑溢血病人忌用静注。 4.心绞痛病人不能突然停药。 5. 头晕、瘙痒、乏力、恶心、胸闷，少数患者可发生体位性低血压。
【注意事项】 心脏及肝、肾功能不全者慎用。给药期间患者应保持仰卧位，用药后要平卧3hr，以防体位性低血压发生。
【药物相互作用】 与三环类抗抑郁药合用可增加震颤的发生率，西咪替丁可增加本药的生物利用度。
相关阅读
麦芽
芒硝
芦荟
番泻叶
蓖麻子"
http://www.cnkang.com/yaopin/xy/xhxt/kss/200701/56261.html,"您的位置：
中华康网
>>
抗肾上腺素药
>> 西地那非
西地那非
www.cnkang.com
2007-1-23  中华康网
俗称:西地那非, 柠檬酸喜地纳芬,伟哥, 万艾可
药物简介
类  别：生殖系统药/治疗男性勃起功能障碍药
简  介：
【药理作用】 本品为1998年月4月美国首次上市的第1个口服抗阳萎药。许多研究业已证明。一氧化氮（no）是引起海绵体平滑肌松弛和勃起的主要介质。本品为磷酸二酯酶（pde）v选择性抑制剂，能增强在性刺激下no释放引起的阴茎勃起生理反应。no从神经末梢和内皮细胞释放出来与海绵体平滑肌上的受体结合，激活细胞内可溶性鸟苷酸环化酶，后者在mn2+参与下，促使三磷酸鸟苷（gtp）变为环单磷酸鸟苷（cgmp),cgmp激活蛋白激酶g（pkg）和小部分蛋白激酶a（pka），激活的pkg和pka通过活化ca2+泵使细胞内游离ca2+水平降低，从而导致海绵体平滑肌松弛，动脉血流入，阴茎充血、坚硬、勃起。在人海绵体组织和血管平滑肌中存在pde v，能使cgmp水解为gmp，阻断使阴茎勃起的no-cgmp途径。本品为pde v选择性抑制剂，能防止cgmp的降解，从而能加强性兴奋的阴茎勃起反应。体外试验表明，本品对pde v的选择性超过对pde其他同工酶。它对涉及心脏收缩的pdeⅢ无作用，但在较高剂量时能抑制存在于视网膜内的pdeⅥ，影响视觉。
【药代动力】 本品口服吸收迅速，30～120min达血药峰值，1h内奏效。生物利用度约40%。食物能明显降低本品吸收速度、程度和作用的发生。本品在肝脏主要经cyp 3a4介导代谢为活性代谢物，约80%经粪便排泄，13%由尿排泄，在精液中排泄不到0.001%。母体药物和活性代谢物的半衰期均为4h。65岁以上老年男性、肝功能不全和肾功能严重损害病人，清除率降低。
【适应症】 适用于治疗男性勃起障碍。
【用法用量】成年男性推荐启始剂量50mg，于性活动前约1h口服，以后的剂量按反应程度增减，最大剂量100mg；最大给药频率，1次/d。 65岁以上老年病人、肝和肾功能不全病人以及服用cyp 3a4抑制剂病人，起始剂量为25mg。
【不良反应】 临床试验中最常见的不良反应为头痛、面部潮红、消化不良和肌肉疼痛，其次为鼻塞、腹泻、头晕和皮疹。偶见短暂性视力异常，通常为色辨别力损害或对光敏感性增加，发生率100mg剂量常高于50mg剂量。 本品的不良反应有严重心脏事件（包括心肌梗死、突然心脏病死亡、室性心律失常、脑血管出血、短暂缺血性发作、高血压），癫疒间发作、忧虑、异常勃起（疼痛、勃起持续超过6h）、血尿、复视、短暂性视丧失、视力降低、眼渗血、眼烧灼、眼肿胀、眼内压升高、视网膜血管病或出血、玻璃体脱离/牵引和斑点性水肿。上述严重心脏事件大部分发生
【注意事项】 （1）本品须在医生指导下使用。（2）最近发生过中风和心脏病发作、低血压或某些罕见的遗传性眼病和色素性视网膜炎病人禁用。（3）本品禁止与no供体（如任何一种短效或长效硝酸酯类药物）合用，因为已有本品与no供体合用引起严重低血压而导致死亡的报告。（4）有严重心血管病既往史不宜于性活动和严重肝损害病人，禁用本品。（5）本品具有全身血管舒张作用，能使健康志愿者仰臣位血压短暂降低（平均最大降低1.1/0.7kpa），尽管这种不良反应于正常情况下大多数病人很少发生，但必须谨慎，应细致考虑潜在心血管病的病人，使用本品是否会引起这种不良反应，特别是在结合性欲活动时。此外下列病人禁用本品：最近6个月内发生过心肌梗死、中风或危及生命的心律失常病人；静止时高血压病人（bp大于22.7/14.7kpa)；心衰或引起不稳定型心绞痛的冠状动脉病人。（6）严重肾损害、阴茎异常（成角型、海绵体纤维化、纤维性海绵体炎）、易发生异常勃起的病人（镰刀细胞贫血、多发性骨髓瘤、白血病）、活动性消化性溃疡和出血症病人慎用。（7）本品上市以来，勃起持续时间超过4h或异常勃起的不良反应报道虽少，但勃起持续如超过4h，应立即求医。（8）西咪替丁、红霉素、酮康唑、伊曲康唑和米贝雷地（mile-phdil)等cyp 3a4抑制剂能减少本品代谢，增加本品血药浓度。利福平是临床上最强的cyp 3a亚族酶诱导剂，能增强cyp 3a4活性，降低本品的作用。（9）本品与高效抗逆转录病毒治疗（haart）可能发生相互作用，因为在haart方案中，一般包括使用的蛋白酶抑制也是cyp 3a4抑制剂，能加强本品的作用，增加本品不良反应的可能。接受haart病人，本品现行的推荐启始剂量为25mg。（10）本品与氨氯地平5mg或10mg口服合用有累加降压效应，病人收缩压和舒张压分别平均附加降低1.1kpa(8mmhg)和0.9kpa(7mmhg)与其他抗高血压药的相互作用尚未见报道。
相关阅读
麦芽
芒硝
芦荟
番泻叶
蓖麻子"
